user_id,hero_id,match_id,victory,kills,deaths,assists
87201671,72,239691811,True,12,3,5
87201671,72,213169804,False,2,5,6
87201671,72,212372177,False,4,5,3
87201671,72,210130251,True,4,3,9
87201671,72,194861937,False,2,5,2
87201671,72,188884101,False,2,4,3
87201671,72,170180637,False,4,2,2
87201671,72,169591304,True,9,1,12
87201671,72,169375503,True,4,4,8
87201671,72,166189671,False,4,10,8
87201671,72,165619530,False,1,5,0
87201671,72,161009830,False,0,2,1
87201671,72,158485585,True,2,1,13
87201671,72,154267808,False,0,2,0
87201671,72,153499079,True,5,0,7
87201671,72,151498430,False,4,5,8
87201671,72,150252790,True,3,2,9
87201671,72,130366651,False,5,3,2
87201671,72,122230089,True,12,2,11
87201671,72,119177565,False,14,8,5
87201671,72,113469446,True,6,3,6
87201671,72,104149178,True,9,1,9
87201671,72,100497659,True,2,3,13
87201671,72,98910883,True,8,2,9
87201671,72,98183372,True,4,4,10
87201671,72,84816319,False,4,6,7
87201671,72,84012830,True,6,1,8
87201671,72,77678380,True,11,2,17
87201671,72,75568900,False,6,4,8
138857296,58,5205996077,False,4,3,4
196878136,41,5121153248,True,11,4,9
196878136,41,5119932303,False,2,5,5
196878136,41,5119912927,True,7,0,7
196878136,41,5111677533,False,7,3,6
87196890,5,6068895002,False,2,8,13
87196890,5,5985486504,True,4,5,17
87196890,5,5610585165,False,1,6,3
87196890,5,4929788124,False,0,5,8
87196890,5,4900067404,True,0,3,15
87196890,5,4897799006,False,0,10,2
87196890,5,4212495275,False,6,6,2
87196890,5,4212122245,False,0,14,8
87196890,5,4203995670,True,5,7,24
87196890,5,4203910254,True,5,6,23
87196890,5,4203650906,True,5,3,23
87196890,5,4174277974,False,2,8,13
87196890,5,4172823865,False,2,10,13
87196890,5,4172689466,True,5,1,24
87196890,5,4170346566,True,2,9,21
87196890,5,3924958871,False,3,9,11
87196890,5,3605162043,True,2,7,17
87196890,5,3466759891,False,1,4,8
87196890,5,3365858882,False,3,4,8
87196890,5,2909901417,True,3,0,9
87196890,5,2798471869,False,2,8,3
87196890,5,2783229760,False,0,2,5
87196890,5,2741056485,True,4,2,20
87196890,5,2223209824,False,1,6,10
87196890,5,638141086,True,5,1,10
87196890,5,378140589,False,3,12,12
87196890,5,370883707,True,4,0,23
87196890,5,334901620,True,3,6,21
87196890,5,334715231,False,0,8,12
87196890,5,320701130,False,4,10,6
87196890,5,262613112,False,0,4,0
87196890,5,213739062,False,1,3,5
87196890,5,144899798,False,1,4,4
87196890,5,36082092,False,0,6,9
87196890,5,26285062,False,0,7,2
87196890,5,26066512,False,1,12,4
87196890,5,24909112,True,1,7,10
87196890,5,22584906,True,2,3,12
385243792,110,5793244764,False,1,7,6
93473848,51,2002341541,False,5,10,17
93473848,51,1054193356,False,4,9,4
93473848,51,887896327,True,3,8,25
93473848,51,882000276,False,10,7,15
96196828,98,5611247975,False,2,7,3
96196828,98,5555159472,False,2,6,10
96196828,98,5476850999,False,10,4,16
96196828,98,5472340173,False,4,7,8
96196828,98,5456956459,False,1,7,4
96196828,98,5451933022,True,5,4,15
96196828,98,5450449906,True,12,2,18
96196828,98,5438455601,True,8,2,15
96196828,98,5435070653,True,9,9,13
96196828,98,5411845785,True,5,3,13
96196828,98,5411415178,False,3,9,2
96196828,98,5408475337,True,7,1,18
96196828,98,5402322334,True,6,4,15
96196828,98,5398395579,True,8,1,9
96196828,98,5360001941,False,6,12,5
96196828,98,5349666500,False,8,5,11
96196828,98,5267655710,False,9,9,7
96196828,98,5262304650,True,7,1,9
96196828,98,2991827866,False,2,7,4
96196828,98,2758509542,False,8,5,9
96196828,98,2580859674,False,2,7,3
96196828,98,2464317937,False,2,6,7
96196828,98,2463706598,True,10,1,19
96196828,98,2462816076,False,9,7,9
96196828,98,989551440,False,7,5,6
96196828,98,298404510,False,4,11,11
86850560,70,2912296143,False,4,3,8
173971950,93,5962957727,False,4,5,8
173971950,93,5694609648,False,5,5,7
173971950,93,5252730579,False,4,5,4
173971950,93,5235147820,True,14,1,14
86727555,68,5250991273,False,5,6,8
86727555,68,4759114553,False,0,7,2
86727555,68,4129671589,False,1,3,8
86727555,68,3829564146,True,3,1,14
86727555,68,3829506426,True,3,2,14
86727555,68,3829376689,True,4,2,18
86727555,68,3814007675,True,5,5,19
86727555,68,3810591728,False,3,13,20
86727555,68,3807067611,True,0,2,22
86727555,68,3794869690,True,4,5,11
86727555,68,3744421491,True,5,3,19
86727555,68,3731217253,True,3,10,17
86727555,68,3677576150,True,1,5,17
86727555,68,3673691377,False,3,4,1
86727555,68,3672201078,False,3,9,10
86727555,68,3672143301,False,1,11,14
86727555,68,3672048053,True,3,3,15
86727555,68,3668631785,True,9,2,12
86727555,68,3622722921,False,2,6,11
86727555,68,3618034898,True,6,5,15
86727555,68,3574923169,True,3,4,19
86727555,68,3466150009,True,2,0,10
86727555,68,3464502541,False,0,2,6
86727555,68,3464453747,False,2,3,10
86727555,68,3464306147,True,0,0,10
86727555,68,3462182244,False,1,6,6
86727555,68,3462133716,False,6,4,5
86727555,68,3459991729,True,5,3,25
86727555,68,3457877824,True,9,3,13
86727555,68,3456170867,False,7,6,11
86727555,68,3455787956,True,6,5,20
86727555,68,3450722457,True,7,5,15
86727555,68,3450426570,True,2,6,9
86727555,68,3450310433,True,4,3,27
86727555,68,3445910871,True,8,10,29
86727555,68,3440807365,False,1,3,1
86727555,68,3440756844,True,9,8,24
86727555,68,2562582896,True,4,10,28
86727555,68,2519727701,True,7,4,12
86727555,68,2461742564,True,10,1,14
86727555,68,2331234770,True,4,3,15
86727555,68,2135865842,True,5,4,7
86727555,68,2111841347,True,2,5,13
86727555,68,1949609142,False,3,9,5
86727555,68,1939511048,True,0,3,10
86727555,68,1876955365,False,5,8,10
86727555,68,1876710983,True,7,4,14
86727555,68,1871391533,False,1,7,2
86727555,68,1828429448,False,3,8,3
86727555,68,1697818230,True,2,2,13
86727555,68,1268897798,True,5,0,6
86727555,68,877432371,True,0,5,7
86727555,68,736010387,True,7,4,15
86727555,68,562263932,True,6,1,9
86727555,68,415231650,False,4,3,3
89625472,80,3069547377,False,2,3,0
89625472,80,1445692488,False,0,4,7
89625472,80,178398387,False,0,2,0
89625472,80,152803616,True,6,2,13
89625472,80,151229882,True,21,1,15
89625472,80,151187232,True,12,3,9
89625472,80,138407778,False,4,4,3
89625472,80,112564790,False,4,7,2
89625472,80,83272843,True,6,0,6
89625472,80,78936324,True,5,0,6
89625472,80,74052269,True,15,1,10
89625472,80,73485045,True,12,7,15
89625472,80,35833802,False,0,6,1
112920799,74,690894510,True,6,11,13
112920799,74,667565296,False,4,6,10
112920799,74,593223754,True,5,2,12
101259972,100,5710103743,False,1,6,2
101259972,100,5455029623,True,5,6,14
101259972,100,5182825359,True,2,3,16
89742217,5,644960012,False,1,5,5
89742217,5,363788151,False,3,8,7
89742217,5,350785941,False,6,6,10
89742217,5,308890908,False,4,8,2
89782335,30,1782110157,False,6,5,13
89782335,30,1254615425,False,2,7,3
89782335,30,1214159762,False,1,7,3
89782335,30,1201132306,False,2,5,3
89782335,30,1084715138,False,1,9,5
89782335,30,1021600631,True,4,9,16
89782335,30,991297521,False,0,11,6
89782335,30,691733098,False,3,8,7
89782335,30,678358416,False,1,6,0
89782335,30,677456941,False,1,3,9
89782335,30,667841007,False,4,2,9
89782335,30,661575925,False,1,6,4
89782335,30,569522952,False,3,4,3
89782335,30,46260028,True,3,3,11
89782335,30,86595,False,4,2,16
89782335,30,86405,True,0,2,26
179313961,76,5854900532,False,8,8,3
179313961,76,5740517790,False,5,6,2
179313961,76,5717292555,True,11,2,8
179313961,76,5144765110,False,1,5,4
179313961,76,5143445303,False,2,4,3
179313961,76,5143367310,True,2,5,3
179313961,76,5143262969,False,15,11,11
179313961,76,4884522360,True,17,0,8
260408033,120,6066092566,False,2,6,6
260408033,120,5958670050,True,9,7,23
100246000,75,3967679468,False,2,8,2
87264171,60,1998416839,False,1,9,4
87264171,60,1824252199,True,5,7,23
136477860,53,947251463,False,4,5,12
136477860,53,770922308,False,1,8,2
85367644,32,5804740327,True,15,3,8
113735534,114,3794266373,False,4,2,7
113735534,114,3673107545,False,2,6,9
88585077,19,4287485643,False,5,3,1
88585077,19,2875185770,False,7,10,4
88585077,19,2242855138,True,6,4,11
88585077,19,2060735084,True,8,8,7
88585077,19,2009898344,False,3,7,4
88585077,19,1988373598,True,17,2,11
88585077,19,1981456061,True,17,6,8
88585077,19,1981283567,False,9,6,5
88585077,19,1980597365,True,11,2,7
88585077,19,1352371082,True,5,5,15
88585077,19,910560072,True,21,2,13
88585077,19,681358956,False,5,7,5
88585077,19,34580424,False,0,5,2
113070925,86,2091364866,False,0,6,4
113070925,86,2062846626,False,2,7,1
113070925,86,1984130258,True,2,5,24
113070925,86,1983152233,False,1,2,3
113070925,86,373334200,False,3,5,5
113070925,86,372020352,False,3,2,4
113070925,86,371928095,True,0,4,2
113070925,86,363111939,False,3,9,21
113070925,86,363073841,True,2,3,11
113070925,86,361994269,False,3,5,22
113070925,86,361747819,False,1,3,3
113070925,86,356992701,True,2,2,14
113070925,86,356931013,True,0,4,9
113070925,86,347072046,True,3,10,17
113070925,86,347009524,True,0,2,13
113070925,86,340664013,True,7,1,17
113070925,86,332687592,False,1,4,3
113070925,86,331342422,True,2,3,11
113070925,86,331265845,False,2,8,7
113070925,86,325323322,False,2,5,11
113070925,86,245549676,False,4,4,18
113070925,86,245457591,True,1,3,9
113070925,86,242622099,False,4,7,10
113070925,86,242570878,True,7,9,11
113070925,86,242541782,False,6,6,14
113070925,86,241640802,True,4,0,11
113070925,86,239544128,True,8,6,16
113070925,86,232391308,True,2,2,12
113070925,86,220102271,True,6,0,7
113070925,86,190802343,True,2,1,6
129071882,30,5890619859,True,5,1,14
129071882,30,5883122809,False,3,8,9
129071882,30,5875132124,False,7,15,18
129071882,30,5868681769,True,3,5,8
129071882,30,5705988048,True,3,8,16
129071882,30,5455503169,False,3,9,4
129071882,30,5394419936,False,2,7,1
129071882,30,5392453931,True,8,4,15
129071882,30,5391893095,False,2,11,6
129071882,30,5382419171,True,4,4,21
129071882,30,5380572604,True,7,5,9
129071882,30,3799514671,False,0,2,1
129071882,30,3071465222,True,5,5,20
129071882,30,2335435581,True,2,5,16
88553213,79,2931264107,False,0,4,3
88553213,79,2912240952,False,2,4,5
88553213,79,2560158271,False,0,7,7
88553213,79,2551353251,True,2,1,9
88553213,79,2501294293,True,9,4,23
88553213,79,2501237169,True,1,2,11
88553213,79,2494588246,False,5,5,12
88553213,79,2489929269,True,10,10,19
88553213,79,2487190331,False,1,6,8
88553213,79,2475704203,True,3,2,9
88553213,79,2471596465,True,7,2,23
88553213,79,1603025350,False,2,8,6
88553213,79,1516237902,True,3,1,15
88553213,79,1423997941,True,2,2,15
88553213,79,971965435,False,4,6,4
88553213,79,958652511,True,9,7,14
88553213,79,861274771,True,4,2,15
88553213,79,657606452,False,8,6,14
38628747,5,5144183040,True,5,5,20
38628747,5,5140115850,True,3,2,4
38628747,5,5137718830,True,3,6,17
38628747,5,3452568660,False,1,5,9
38628747,5,3444110210,True,4,2,18
73562326,106,5353398840,False,2,5,9
73562326,106,1525206610,True,6,3,13
181092754,53,5749875077,False,8,5,5
85805514,7,3450952738,False,1,16,15
85805514,7,3446616035,False,4,7,2
85805514,7,3428302772,False,0,4,3
85805514,7,3428229571,False,3,5,5
85805514,7,3002405401,False,1,5,12
85805514,7,2938864309,False,1,5,8
85805514,7,1961829627,False,1,8,9
85805514,7,1885172256,False,1,5,8
85805514,7,1858086320,True,5,6,16
85805514,7,1858029219,True,2,4,17
85805514,7,1812702711,True,4,4,13
85805514,7,1811010438,True,3,4,20
85805514,7,1805897421,True,6,6,9
85805514,7,1803032650,True,9,5,15
85805514,7,1798423449,False,1,5,6
85805514,7,1780311975,True,6,3,14
85805514,7,1780173280,True,1,7,9
85805514,7,1778402222,False,4,10,16
85805514,7,1778307624,False,6,9,19
85805514,7,1778149466,True,14,8,12
85805514,7,1773141495,True,3,10,16
85805514,7,1773095616,True,4,3,8
85805514,7,1770471138,False,4,7,4
85805514,7,1769570091,False,1,7,10
85805514,7,1763473855,False,1,7,7
85805514,7,1763141303,True,7,6,9
85805514,7,1763106678,True,6,3,10
85805514,7,1589313416,False,1,12,14
85805514,7,1580518786,False,10,8,19
85805514,7,1580425924,False,3,12,18
85805514,7,1580340300,True,3,4,14
85805514,7,1578230980,True,5,12,31
85805514,7,1578186503,True,2,1,7
85805514,7,1577925805,False,5,3,9
85805514,7,1287776999,True,5,3,12
85805514,7,377506636,False,3,3,7
85805514,7,361606114,False,5,8,17
85805514,7,352807549,False,1,7,5
85805514,7,345636354,True,0,0,2
85805514,7,340588256,True,4,9,21
85805514,7,336123960,False,1,5,2
85805514,7,336068040,True,1,0,12
85805514,7,335126733,True,6,7,15
115975133,56,478781973,True,8,3,14
88271237,27,4260363573,True,4,4,10
88271237,27,1852505876,True,5,3,12
88271237,27,1812701738,False,0,6,4
88271237,27,1794667500,False,2,11,12
88271237,27,1794544198,True,4,6,8
88271237,27,1786281236,False,1,5,2
88271237,27,1778967989,False,5,4,21
88271237,27,1491777059,True,8,6,14
88271237,27,909155180,False,3,9,9
88271237,27,585979261,False,3,8,13
88271237,27,582286120,False,4,7,6
88271237,27,568239566,True,5,3,8
88271237,27,561039209,True,5,5,24
88271237,27,36094121,False,1,7,6
59752811,4,5230281639,False,3,10,9
59752811,4,1806094559,False,9,3,4
59752811,4,1805843629,False,3,4,7
59752811,4,1768054503,False,8,6,11
59752811,4,569885082,False,3,3,9
96196828,106,1854352197,False,1,6,13
96196828,106,1852521658,True,10,1,5
96196828,106,1195422860,True,8,1,9
96196828,106,1149882248,False,8,5,10
96196828,106,1149743910,False,11,6,20
96196828,106,1106910983,True,10,8,15
96196828,106,1088692129,False,2,8,8
96196828,106,1055873443,True,9,4,12
96196828,106,1035813284,False,9,8,8
96196828,106,1031898571,True,12,6,10
96196828,106,1024997866,False,9,5,16
96196828,106,1017744895,True,21,1,14
96196828,106,848459040,False,3,2,1
96196828,106,643021574,False,2,5,3
96196828,106,640841793,True,10,1,10
96196828,106,624416608,False,4,7,5
96196828,106,624177654,True,15,6,19
96196828,106,622853532,False,8,8,10
96196828,106,622761591,True,5,0,7
96196828,106,622691036,False,4,4,4
96196828,106,604873922,True,13,6,23
70388657,102,1595888176,False,7,11,13
132851371,97,5581802923,False,1,9,10
132851371,97,5581689509,False,2,5,4
132851371,97,5120624724,False,2,5,8
132851371,97,5116830040,True,1,3,15
132851371,97,5116700231,False,1,7,7
132851371,97,5056515491,True,2,0,19
132851371,97,4124592132,True,8,4,9
132851371,97,4121141684,True,6,5,9
73562326,11,1377406272,True,7,2,11
114559048,65,3561964474,True,8,3,15
114559048,65,3472646500,True,3,2,13
114559048,65,2258449474,True,3,4,12
114559048,65,2244258226,False,6,6,15
114559048,65,2239733013,False,6,5,4
114559048,65,1894505061,False,5,7,8
114559048,65,1860555034,False,9,9,15
114559048,65,1830575989,False,3,9,8
114559048,65,1830528714,True,8,2,17
114559048,65,1426678795,False,5,10,6
114559048,65,1421616093,True,2,2,9
114559048,65,329640491,True,12,3,9
114559048,65,324711326,True,12,4,13
199222238,42,5700733824,False,4,7,9
199222238,42,5306652109,False,2,7,8
199222238,42,5266831673,False,2,8,4
199222238,42,4646124181,False,5,9,16
37105332,50,1169476398,True,6,6,13
37105332,50,608741209,False,2,4,7
37105332,50,524724896,True,4,0,6
37105332,50,50648522,True,7,3,12
86836744,25,342439617,True,3,7,8
326327879,100,5384631028,False,3,6,11
326327879,100,5350770907,True,7,4,9
326327879,100,5346830064,False,3,5,8
326327879,100,5346623894,True,4,5,23
326327879,100,5346454846,False,0,8,4
326327879,100,5182006054,False,1,6,5
326327879,100,5164335398,False,0,3,0
326327879,100,5161879286,False,0,4,3
326327879,100,5160276358,True,2,4,11
326327879,100,5159375540,True,8,6,19
326327879,100,5158259070,True,3,7,15
326327879,100,5158090051,True,0,5,15
326327879,100,5142514126,True,1,7,17
326327879,100,5137208352,True,3,7,14
326327879,100,5136618210,True,5,6,15
326327879,100,4671317309,False,1,8,15
326327879,100,4662248313,True,2,5,14
3916428,23,3222404343,True,2,3,10
3916428,23,2550971502,False,2,11,25
3916428,23,2149379026,False,5,7,6
3916428,23,2138255770,True,1,1,6
3916428,23,1781308412,True,0,3,11
3916428,23,1540693507,False,5,7,15
3916428,23,1435288289,False,0,11,4
3916428,23,1049938984,False,3,7,6
3916428,23,327873469,True,9,11,16
3916428,23,210172277,False,3,6,8
59752811,120,5278776386,False,3,11,17
59752811,120,5278613345,True,3,3,11
59752811,120,5272078101,True,8,8,24
59752811,120,5227081694,True,2,2,14
91460772,67,737729972,True,12,4,15
91460772,67,571154188,True,17,3,22
374909566,128,5724319962,True,10,4,13
374909566,128,5720174539,True,6,2,14
374909566,128,5716981615,False,3,7,9
374909566,128,5712822995,False,4,4,6
374909566,128,5711900926,False,2,5,4
374909566,128,5711839778,False,1,4,0
374909566,128,5704895301,False,5,8,8
374909566,128,5704842967,False,5,8,2
374909566,128,5700362288,True,8,3,17
374909566,128,5699217496,True,5,2,16
374909566,128,5696219033,False,5,3,11
90229954,13,22935842,False,3,4,3
145065875,79,6179136435,False,2,3,2
145065875,79,6177215705,True,0,8,6
145065875,79,6170209218,True,2,6,22
145065875,79,6168805309,True,1,3,17
145065875,79,5981513373,True,5,3,17
145065875,79,5691341914,True,4,4,26
145065875,79,5614658734,True,3,0,12
145065875,79,5131903022,False,2,4,9
145065875,79,4959121040,False,2,7,10
145065875,79,4894257480,False,1,6,1
145065875,79,4889414157,True,2,2,19
145065875,79,4771087567,True,7,1,18
145065875,79,4242408204,False,4,4,15
145065875,79,4241024421,False,2,6,9
145065875,79,4239495265,True,2,6,24
145065875,79,3606288595,True,14,6,15
311360822,20,2098366343,False,0,4,3
326327879,83,5442333215,False,4,4,5
326327879,83,5442125635,True,0,9,19
326327879,83,5438549024,True,4,4,13
326327879,83,5161936293,False,1,8,4
326327879,83,5136479563,False,2,7,21
326327879,83,5087814167,False,0,9,4
326327879,83,5081024533,True,3,2,19
136477860,82,2873217217,False,1,6,2
136477860,82,2871746421,False,4,12,7
136477860,82,2871490718,True,14,0,4
345650410,70,3272453474,True,19,2,4
135270298,104,1794447185,False,0,10,9
135270298,104,1789518067,True,16,2,11
135270298,104,1789064987,True,6,3,12
135270298,104,1779957588,True,4,4,12
135270298,104,1775587806,True,1,2,6
135270298,104,1775384274,True,4,9,15
135270298,104,1765130783,False,1,5,5
135270298,104,1248453212,False,1,3,6
135270298,104,1174433252,True,1,4,20
135270298,104,1036072459,False,1,4,2
123953528,23,6305488857,False,6,6,20
123953528,23,6305372075,True,7,4,18
123953528,23,6292296240,False,2,3,6
123953528,23,6279845623,False,5,6,6
123953528,23,6268576749,False,4,6,12
123953528,23,6266886059,True,5,2,8
123953528,23,6060728395,True,1,5,23
123953528,23,6059037237,True,8,2,25
123953528,23,6058609483,True,6,1,18
123953528,23,6023990768,False,3,7,9
123953528,23,5991269404,False,9,8,22
123953528,23,5808917426,True,5,3,20
123953528,23,5725337372,False,1,11,3
123953528,23,5706876209,False,4,8,4
123953528,23,5691656217,False,3,4,5
123953528,23,5665361511,True,3,3,13
123953528,23,5665335198,True,1,1,20
123953528,23,5661324663,False,2,8,4
123953528,23,5513285685,True,5,0,14
123953528,23,5513231415,True,8,2,13
123953528,23,5426789177,False,2,3,0
123953528,23,5418921664,False,1,9,5
123953528,23,5250423862,False,0,6,8
123953528,23,5236773449,False,11,7,4
123953528,23,5058262256,True,8,2,20
123953528,23,5058228116,True,3,3,28
123953528,23,5056487831,False,4,3,2
123953528,23,4886252327,True,9,2,16
123953528,23,4882224408,True,8,0,6
123953528,23,4882180683,True,5,0,3
123953528,23,4589048794,False,2,6,10
123953528,23,4384965961,False,1,4,7
123953528,23,4381511778,True,8,4,40
123953528,23,4381405770,False,0,5,3
123953528,23,4241466391,False,3,4,1
123953528,23,4240000098,True,9,7,12
123953528,23,4239873288,False,4,9,15
123953528,23,4160896782,False,5,3,7
123953528,23,4159356404,False,4,4,8
123953528,114,5892956169,False,20,6,17
123953528,114,5831771626,True,11,2,17
123953528,114,5235175854,True,12,1,9
123953528,114,5056075486,False,9,9,4
123953528,114,4616315228,False,4,4,6
123953528,114,4612325094,True,10,3,12
123953528,114,4381687183,False,7,5,10
408729743,60,5062446118,False,1,4,3
408729743,60,5060839324,False,1,4,1
178366364,109,3184371416,False,0,5,6
178366364,109,3182170543,True,12,6,20
178366364,109,3124621603,True,12,4,12
207829314,17,2908039286,True,18,2,8
101446572,22,2058908553,False,2,6,4
101446572,22,2056949251,False,15,4,11
236858633,8,2128715337,False,9,6,12
236858633,8,2116682525,False,1,5,6
90423751,103,5998535155,False,3,8,5
90423751,103,5986352064,False,1,1,3
90423751,103,5584747531,True,3,3,32
90423751,103,5553531967,True,3,1,27
90423751,103,5285644730,False,2,4,5
90423751,103,5253807817,False,0,3,6
90423751,103,5242342672,True,1,4,10
90423751,103,5242195793,True,4,3,28
90423751,103,5236132487,True,5,2,16
90423751,103,4466487434,False,0,3,9
90423751,103,4421280241,True,4,1,19
90423751,103,4409501567,False,0,5,4
90423751,103,4405938702,False,3,1,5
90423751,103,4383337253,True,3,4,19
90423751,103,3800196303,False,0,4,1
90423751,103,3795972513,False,2,8,10
90423751,103,3792863090,False,3,2,13
90423751,103,3791384064,False,3,5,13
90423751,103,3757539172,False,3,7,18
90423751,103,3757135331,False,4,6,20
90423751,103,3729378232,False,2,4,6
90423751,103,3727874831,False,4,5,17
90423751,103,3634797251,False,4,8,16
90423751,103,2591226843,False,5,5,32
90423751,103,2486578490,False,4,3,12
90423751,103,2484196001,False,2,2,13
90423751,103,2477402399,True,3,1,14
90423751,103,2477275657,True,3,0,11
90423751,103,2463147675,True,6,1,26
90423751,103,2462816076,True,3,3,24
90423751,103,2450210885,False,1,2,9
90423751,103,2450017711,False,3,6,18
90423751,103,1779909709,False,1,2,2
90423751,103,1067641998,False,4,6,17
90423751,103,1051549825,True,4,1,24
90423751,103,498609990,False,2,6,21
90423751,103,468994512,True,2,0,4
198161112,4,5746699693,True,3,3,15
96196828,35,3753754353,False,9,7,14
96196828,35,2771661866,True,15,2,6
96196828,35,2712728833,True,10,4,12
26771994,83,4978435281,True,1,4,16
26771994,83,4969405883,True,1,6,14
26771994,83,4793807482,False,2,8,2
26771994,83,3660560361,True,2,3,15
26771994,83,3574719656,False,2,7,12
26771994,83,3561966276,False,0,4,6
26771994,83,3356189302,False,0,9,7
26771994,83,3228512352,False,3,4,9
26771994,83,3149572447,True,1,6,12
26771994,83,3148721353,True,0,3,18
