id,name,date
3214086,Anjing Ganas,2018-08-07T01:23:28.833Z
3339205,will,2019-05-02T13:13:46.369Z
7684363,Team Rejoin,2021-11-07T08:22:35.247Z
7001626,Team initial,2014-09-14T22:11:55.000000Z
7059982,Team Sirius,2012-11-22T07:20:30.000000Z
7099096,Typhoon,2016-10-07T20:07:16.000000Z
8254446,Black Ice,2014-12-31T05:05:22.000000Z
7697999,  ,2016-07-25T22:23:22.000000Z
7650624,yh,2014-12-28T07:43:24.000000Z
7684984,Union Gaming,2017-10-12T16:06:49.000000Z
8204512,Neptune Gaming,2013-12-03T02:24:47.000000Z
7684934,LanZ,2015-09-25T02:25:50.000000Z
7001412,z,2016-04-20T08:01:21.000000Z
2634810,KG.Luminous,2014-01-29T09:07:55.000000Z
7936283, ,2020-09-19T21:30:45.620Z
2794137,﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽,2017-11-21T23:23:28.440Z
6878710,Oceanus Gaming,2021-11-08T23:55:59.607Z
4258537,Zodiacos,2015-11-07T09:09:20.000000Z
7684843,23231111,2019-03-07T17:24:24.219Z
8090063,WarriorZ ,2011-01-15T07:05:32.000000Z
8582076,Dandelion Esport Club,2017-08-04T14:14:46.000000Z
4,EHOME,2011-08-28T05:25:56.000000Z
7422393,Revive,2016-01-01T17:55:56.000000Z
7995869,1,2012-08-01T23:46:08.000000Z
7684655,228squad,2015-04-07T05:20:41.000000Z
7683937,Virus,2017-04-19T05:51:01.757Z
8574561,Ybb gaming,2017-05-14T23:31:59.000000Z
5969957,Team Sunrise,2012-04-13T17:21:41.000000Z
6738297,Gl HF,2016-06-10T18:32:21.000000Z
7683147,Nesquick S Pivom,2021-06-17T16:39:51.417Z
7299964,Team Mercenary,2012-10-30T00:33:42.000000Z
7653669,KTH,2011-01-07T17:29:22.000000Z
7731522,GLONKZ,2014-12-03T11:20:35.000000Z
8091391,Totoro,2019-12-30T05:29:31.714Z
6142659,Kings Future,2011-05-05T23:10:39.000000Z
8022778,LJSL,2017-05-18T03:12:16.294Z
7684937,Fighting Feeders,2019-09-18T10:55:32.500Z
8168128,UD VESSUWAN,2013-10-23T03:22:53.000000Z
4256312,f,2014-03-22T15:52:45.000000Z
8118919,Jaguares Gaming,2019-11-26T16:08:12.034Z
4183862,OP - Gaming,2020-11-20T11:43:01.432Z
7236678,Nawal Gaming,2017-05-14T08:07:28.000000Z
8090712,QXD Family,2019-10-05T07:10:52.454Z
8310936,AS Monaco Gambit,2021-11-02T23:18:19.171Z
6710145,Team Skr Skr 3.0,2017-09-01T08:47:09.446Z
1681716,DK SWUFE GAMING,2014-09-18T00:12:33.000000Z
7371674,F5,2017-11-24T18:35:15.000000Z
6768128,.,2016-07-15T13:08:19.000000Z
6188649, ,2015-09-15T12:28:35.371Z
6488941,caca-,2013-12-19T13:03:56.000000Z
5922724,Agility Goose,2018-05-15T03:22:30.000000Z
8124962,ччFччF·康m,2015-02-24T03:04:01.000000Z
5895547,Basilisk,2019-11-06T10:43:06.458Z
8158923, ,2017-08-21T03:23:40.000000Z
7716538,`,2017-10-16T01:13:27.479Z
8607159,5RATFORCESTAFF,2017-12-09T15:22:02.568Z
8550343,Dreamers,2018-09-14T01:25:25.000000Z
8261554,Army Geniuses,2021-11-17T16:34:56.030Z
2738689,DTT,2012-09-22T04:51:22.000000Z
2046126,Los Tunas Gaming PE,2012-09-04T11:41:11.000000Z
6324964,BITCHBUILD,2019-04-07T13:24:22.423Z
7679642,Chepuxa,2015-02-20T03:45:08.000000Z
1434758,SELALU MAIN SABUN,2018-10-15T05:08:24.000000Z
7850977,Team Sigma Immortals,2021-01-23T13:54:08.394Z
8254145,Execration,2012-09-08T01:15:06.000000Z
5084496,D.generation.X,2018-06-29T05:12:50.000000Z
5055770,Gorillaz-Pride,2014-07-02T16:12:52.000000Z
5184644,Team Forget,2011-05-28T19:33:44.000000Z
7467102,NO TILT,2020-09-21T09:38:31.506Z
7684682,Muk6aHg,2019-03-30T13:17:29.889Z
7542441,Saint,2013-01-25T17:09:50.000000Z
8430761,27 de Abril,2017-07-13T20:26:59.000000Z
7564139,ZIP-FILE,2019-04-13T21:46:10.727Z
7893866,Dank MeMes,2017-10-24T20:37:27.110Z
6794437,The Last Signature,2010-12-24T19:07:08.000000Z
7405034,Revenge Gaming,2015-01-13T13:07:55.000000Z
2643401,CDEC.Avenger,2012-01-31T15:43:39.000000Z
8021887,ÿ. ý f ÿ Ý F .C O M,2012-08-21T10:01:27.000000Z
8070099,123,2012-12-15T22:24:59.000000Z
8062835,Drongen Gaming,2011-06-23T03:35:25.000000Z
3265632,PG.Barracx,2016-01-12T08:41:18.000000Z
7764015,ou7,2012-10-29T19:02:59.000000Z
7684974,Ice Tadpoles 2,2021-10-26T15:14:33.985Z
7684640,bASSRiders,2021-12-04T06:38:58.723Z
7684556,EVO,2018-04-07T10:10:25.758Z
6120845,666,2012-01-23T13:42:04.000000Z
7422811,Dota Engineer,2016-03-23T15:00:22.000000Z
8571960,Ragdoll,2011-09-08T21:28:56.000000Z
8097905,d34d1n51d3,2019-03-25T14:09:28.340Z
5152964,Echo Gaming,2011-01-02T11:33:32.000000Z
6614842,Utopia,2013-08-05T13:19:56.000000Z
8048773,SAG,2017-02-02T14:25:01.000000Z
8131469,WishNya,2021-10-17T17:59:29.697Z
7682574,WO?,2014-01-23T08:28:56.000000Z
8254059,Symbios,2013-02-13T06:29:45.000000Z
8204917,Rebirth,2014-03-16T19:06:09.000000Z
7714035,Fnatic,2019-10-30T00:07:29.062Z
7640985,Todak,2013-07-24T23:39:42.000000Z
7716098,Leopard Gaming,2014-04-03T20:28:14.000000Z
8271032,A-Team,2013-12-05T21:52:24.000000Z
8010103,jingtu,2015-02-03T08:24:45.000000Z
5403575,Time to GET REAL,2018-03-10T23:30:01.451Z
8598377,Legalize Potm,2021-01-15T16:58:55.125Z
8090678,asdas,2016-04-24T06:49:04.000000Z
7802017,Meta4Pro,2017-09-11T15:12:46.810Z
3850026,ban to mars,2014-11-01T06:49:22.000000Z
5001936,Quid Pro Quo,2012-08-07T03:42:30.000000Z
7359809,AA,2010-12-17T08:49:34.000000Z
7684389,Focus Arena Dota2,2019-10-24T04:37:42.243Z
7009789,Progress Gaming,2019-07-02T23:19:14.048Z
7119468,SGD,2016-11-24T14:13:03.559Z
6980350,sub2kong,2017-08-01T07:39:24.043Z
7683713,clowns ne na ochke,2021-11-06T23:06:30.662Z
2635099,CDEC.Y,2017-04-20T21:22:10.000000Z
6711290,Team Singularity,2016-09-30T21:40:25.600Z
7718279,Zoooooooooooom,2019-07-26T08:08:14.552Z
6030756,excell,2012-11-13T11:41:07.000000Z
3637406,КиберАтлеты,2020-10-21T13:36:05.825Z
7955891,Hydra,2021-01-08T03:15:20.008Z
5117345,Sad Boys,2021-08-20T18:24:08.052Z
7682779,Warn!ng E-sports,2012-12-16T16:31:15.000000Z
7267298,EHOME.Immortal,2015-01-07T00:25:11.000000Z
7833558,Unsung Heroes,2021-11-20T19:34:49.495Z
7683310,Born of God,2017-12-18T18:58:21.076Z
7800373,huehuehue,2014-04-13T09:50:48.000000Z
8412548,dawgz,2014-09-12T09:33:02.000000Z
6747512,EPICENTER,2016-03-13T14:47:29.000000Z
7575276,11,2016-01-16T13:36:12.000000Z
2595890,Team of the Storm,2011-08-13T12:59:51.000000Z
7683779,OPG LTPU,2021-12-05T17:37:18.000Z
8359314,Pecado Squad Gaming,2020-05-11T00:35:54.490Z
8047180,qweqweqw,2018-05-13T23:55:32.720Z
7997078,...,2018-06-02T11:34:42.259Z
7529297,Hippomaniacs,2015-03-26T21:04:52.000000Z
8254531,|,2016-11-10T06:40:27.562Z
7684462,Rejects,2020-03-11T17:27:36.547Z
7683499,Vex Esports,2020-09-10T20:41:22.954Z
5670324,Bursaspor Esports,2016-06-27T14:45:06.450Z
7115048,Cyber Kingdom,2016-03-08T21:14:13.000000Z
8271759,StiGma*,2018-06-15T04:46:11.000000Z
7679630,crack smokers,2021-06-27T20:50:14.806Z
1857163,瓜皮王国里精挑细选出的五个瓜皮小战士,2011-08-20T16:55:53.000000Z
7960872,aaa,2019-09-25T21:14:00.493Z
8590538,Mad Kings Esports,2018-03-24T04:42:11.000000Z
7449303,xx,2019-07-05T04:55:56.973Z
2517160,TSHOW OLD,2018-12-14T01:08:54.481Z
7408845,Execration,2018-07-16T22:49:57.000000Z
8127895,v123,2018-03-22T22:18:28.136Z
7355202,0-900,2018-06-13T19:49:08.239Z
4594316,Jusst!!!,2011-08-06T17:42:17.000000Z
5120030,Raijin ,2020-09-07T01:06:01.844Z
7730447,.,2021-09-21T21:23:04.710Z
4483298,DiegoBoys,2017-03-08T11:38:27.000000Z
8255759,Amihan Esports,2015-02-20T01:19:21.000000Z
8519653,Euronics Gaming,2021-09-11T00:35:49.494Z
7848119,NOVA,2019-02-20T15:59:26.660Z
5837973,PG BARRACX,2013-07-31T23:59:51.000000Z
6955045,LFT,2018-07-27T15:16:15.958Z
8112888,℃sGo.℃c,2017-07-20T22:03:43.000000Z
6185655,IamPoint Club,2011-06-11T07:53:45.000000Z
7102479, .,2019-10-13T08:41:55.332Z
7682925,Reds Gods ,2016-06-18T12:16:42.000000Z
7912954,123,2016-05-17T06:37:48.000000Z
7939854,EternalΩStars,2017-05-29T23:48:59.000000Z
7314682,Impunity,2021-06-12T07:36:33.914Z
8090922,SnusIsMyLife,2021-07-29T19:41:49.798Z
8169775,Lilgun ,2015-03-25T21:02:02.000000Z
8489432,Tiger God,2017-12-17T17:22:41.976Z
7998349,s,2014-12-31T01:19:15.000000Z
7374357,Professor,2018-04-02T12:39:15.537Z
7930695,FAMILY TEAM,2019-11-04T06:26:28.283Z
2341675,Dimelo Papi,2012-11-16T11:21:54.000000Z
6516915,Newbee.Buff,2018-04-24T02:57:10.000000Z
7405684,Lucky Team,2021-11-06T10:45:01.833Z
3346336,LYG.Gaming,2013-04-12T10:35:03.000000Z
7274469,Liquidators,2020-01-29T14:53:17.971Z
7681014,Soy Boys,2021-11-20T08:42:27.924Z
7681885,Blessed and Best,2021-11-26T06:36:53.768Z
3756899,ZuoBaoGao,2021-10-20T19:11:11.194Z
6542450,FTP,2020-11-17T22:02:23.687Z
7500228,VegaN,2018-06-15T01:54:57.982Z
7820661,TEAM LAZER BEAM,2021-04-27T15:16:39.540Z
7748678,NIGMA,2017-09-01T08:07:53.000000Z
6211170,Freezing Team,2013-05-13T23:28:11.000000Z
2539259,vZ,2016-05-22T03:54:28.000000Z
8012738,The Curse of the Kennedy,2018-11-02T21:29:17.391Z
7542501,Team Privacy,2016-08-10T08:55:03.000000Z
7684582,PHB CLUB,2019-09-14T20:24:04.195Z
8261988,Dynasty,2017-11-28T19:56:11.000000Z
7623998,PANGO POD FENOM,2020-10-21T22:34:53.419Z
6349771,cipher gaming,2017-12-01T18:30:28.357Z
7331120,Fullmetal Alchemists,2020-09-02T09:16:29.204Z
7653080,Yangon Galacticos,2017-02-23T05:48:58.000000Z
8112452,.,2019-03-24T13:54:00.716Z
8091367,Anjay Mabar,2015-11-23T20:47:58.000000Z
1951061,Newbee.Young,2016-04-13T21:01:59.000000Z
8360733,Trident Clan,2021-10-23T11:35:59.601Z
8254588,Visceral,2015-07-19T04:20:19.000000Z
8604354,xdes,2014-05-21T13:24:08.000000Z
6187093,Somakun,2015-11-13T07:23:03.000000Z
1682387,Hawks Team,2021-10-24T19:16:30.646Z
7654502,BackTrackBoys,2021-07-15T22:24:07.057Z
6266565,0-900,2017-07-07T16:26:08.000000Z
2668926,DSS,2015-08-31T15:58:27.000000Z
5427946,Sky blue,2018-08-23T12:46:44.000000Z
8253569,catcat,2015-11-20T16:33:42.000000Z
7269049,viper,2013-04-27T06:37:51.000000Z
7408440,Look For Smile,2012-02-05T08:21:25.000000Z
5723142,ChaosReign™,2018-06-09T11:56:41.862Z
8097650,16,2019-04-18T20:46:54.854Z
8091409,Nymeria,2021-09-18T11:49:51.752Z
5895642,.,2012-01-01T21:22:28.000000Z
7800283,EcStaSy,2017-04-22T16:53:43.046Z
7681914,Gucci Gaming,2019-12-08T15:43:12.881Z
8359478,Royale 5,2019-09-18T07:46:36.217Z
8605098,Feed Squad,2017-09-09T03:59:00.000000Z
8056275,Amihan E-sports,2016-02-03T22:54:59.000000Z
8065155, ,2020-05-30T18:50:26.911Z
8055842,.,2019-10-01T02:39:38.456Z
8081296,Atlas,2021-04-27T03:51:56.223Z
6208885,NU Esports,2016-09-06T15:47:21.761Z
7683901,afk farmim les,2014-05-17T06:30:29.000000Z
7310385,Luxor Gaming,2012-10-13T02:47:33.000000Z
7700680,zoo,2017-08-24T08:20:22.000000Z
8253235,Team Novus,2012-05-20T05:53:34.000000Z
7500431,TT,2016-08-13T04:34:40.000000Z
5970391,Eclipse,2016-02-09T07:13:54.000000Z
6209444,Nirvana,2015-07-12T05:47:40.000000Z
8096439,Eminence,2021-08-02T04:11:42.819Z
8098142,xixihaha,2011-04-28T08:59:25.000000Z
8255842,NoTechies,2020-11-03T19:45:12.070Z
3410884,butelie boosting services,2017-01-19T14:02:05.253Z
7626417,.,2014-09-14T10:42:49.000000Z
7847394,Ы,2020-07-30T11:55:14.466Z
7235302,RAGE_,2019-06-27T14:31:40.972Z
7935745,The Infinity Gauntlet,2017-12-17T17:53:50.232Z
8031569,Excellent esports,2021-01-11T03:33:52.568Z
7641141,Jojo Team,2016-03-19T00:23:23.000000Z
8550607,The Owls,2019-09-25T21:15:15.825Z
7598730,OwO,2021-11-29T20:57:16.803Z
8261654,Sencens,2013-04-06T01:48:09.000000Z
8262234,TeamYoung,2020-08-13T20:42:44.024Z
7684781,chinagod,2018-02-22T08:15:53.699Z
8075523,BILLYJEAN ,2011-08-27T14:17:05.000000Z
674762,Team Oracle,2012-06-09T01:48:55.000000Z
8097644,PACE,2020-08-18T04:23:38.556Z
7101663,Newbee.Young,2015-07-21T02:21:09.000000Z
7424211,    ,2021-09-23T01:22:14.819Z
7668960,DkR,2020-12-07T05:04:46.534Z
7574919,Dota My Goal,2016-06-14T06:49:56.000000Z
5067297,Team Mid,2018-09-29T12:34:03.000000Z
7683006,booby inspectors,2019-01-14T01:24:36.763Z
8076432,1,2011-12-23T09:56:11.000000Z
7035716,D2L Young,2015-09-24T20:28:28.000000Z
7716104,.,2021-07-05T17:55:02.554Z
7869044,Infinity E-sports. ,2017-07-10T22:57:29.000000Z
7389602,Incubus Gaming,2014-03-04T18:22:10.000000Z
7716416,eXanimo,2013-05-12T08:37:12.000000Z
7893240,DSB - The Last Ride,2021-02-11T06:48:32.650Z
8125069,qwerty,2021-01-14T02:14:14.457Z
7716882,l β w l β w . 慷 沐,2013-07-08T11:47:28.000000Z
4983405,BCS Gaming,2016-12-09T15:20:43.000000Z
7003909,STRIVE E-sports,2020-12-26T03:09:44.047Z
8259584,Pallas Gaming,2016-03-09T01:00:18.000000Z
7684685,Team Nolan,2019-02-12T21:24:17.522Z
7683744,BSB Dotes,2017-03-29T12:14:13.000000Z
7099827,Team Authentic,2018-03-20T20:03:19.000000Z
8344770,Team Eclipse,2014-12-13T13:56:22.000000Z
7801839,Paladin,2020-05-03T02:36:25.380Z
7979080,Trolls Crew,2018-06-14T09:12:21.421Z
6658167,Jesus e amigos,2014-09-22T17:38:07.000000Z
6270648,Zugzwang,2019-06-02T00:22:11.894Z
8069462,ユエ,2020-01-11T16:22:44.454Z
7701252,Skere,2016-05-05T12:17:09.000000Z
6953335,Vega Academy,2020-03-08T06:30:44.389Z
7995889,2,2012-03-04T07:13:46.000000Z
8106449,Black Ice eSports,2021-06-14T00:33:15.699Z
6568822,Burning Fire,2011-08-11T16:34:46.000000Z
7993413,123,2011-06-11T14:34:10.000000Z
8513112,Genesis Esports,2012-09-22T16:37:49.000000Z
8083194,IMPARAHASEN,2012-05-07T08:24:14.000000Z
8272343,MadKings ,2013-04-30T04:47:47.000000Z
8352473,Fantastic Five,2015-01-31T06:21:02.000000Z
8118622,天才12,2011-01-27T19:10:21.000000Z
8106563,Soul Moon,2017-07-13T14:57:08.000000Z
5922927,MAGIC HANDS  ,2021-11-19T19:04:47.425Z
7668467,F動機,2013-12-12T19:45:14.000000Z
7655583,HF,2020-02-15T20:36:51.973Z
6567208,ILLUSION FOX GAMING,2016-02-10T12:27:10.000000Z
8550405,Vicious Gaming,2020-09-04T22:20:00.621Z
7235767,TGC-01,2014-04-08T02:35:19.000000Z
8099057,SadBoy,2015-05-21T19:18:09.000000Z
6849739,Ωmega Gaming,2019-07-03T14:30:39.846Z
8125803,LG,2021-09-12T21:53:10.333Z
7409604,CDEC.Avengers,2016-03-24T01:01:40.000000Z
8384139,  ,2021-01-02T09:49:04.447Z
8606662, ,2017-02-07T12:26:00.000000Z
8180753,Arkosh Gaming,2015-08-04T20:42:59.000000Z
