match_id,start,duration,radTeamId,direTeamId,radVictory
264386517,2013-08-05T10:55:52.000000Z,951,36,15,True
769387354,2014-07-10T18:56:18.000000Z,1467,36,15,True
936590634,2014-10-03T01:43:05.000000Z,3051,36,15,False
937154024,2014-10-03T06:30:40.000000Z,3645,15,36,False
1203925009,2015-02-01T00:35:03.000000Z,1346,36,15,True
1525847343,2015-06-04T02:24:49.000000Z,1233,36,15,False
1670863093,2015-07-29T11:53:12.000000Z,2509,36,15,False
1670963917,2015-07-29T13:01:09.000000Z,1886,15,36,True
2077303843,2016-01-14T00:36:45.000000Z,2321,15,36,True
2299511198,2016-04-16T11:25:55.000000Z,3536,36,15,True
2299658278,2016-04-16T12:49:35.000000Z,847,36,15,True
2549124641,2016-08-04T12:17:22.000000Z,3130,36,15,True
2549211234,2016-08-04T13:30:25.000000Z,3620,36,15,True
3605148046,2017-12-07T21:23:46.000000Z,2802,36,15,True
4262598532,2018-12-09T04:43:51.000000Z,2978,15,36,False
4262769848,2018-12-09T06:05:03.000000Z,1343,36,15,True
5158082446,2019-12-16T22:43:38.000000Z,2681,15,36,False
5158136837,2019-12-16T23:59:05.000000Z,1929,15,36,False
6263916503,2021-11-07T16:48:19.000000Z,1410,8180753,8581305,False
6263948150,2021-11-07T17:37:36.000000Z,1357,8581305,8180753,True
127335245,2013-02-16T09:19:54.000000Z,898,350190,46,True
127380209,2013-02-16T09:59:50.000000Z,2689,46,350190,True
127446899,2013-02-16T11:09:42.000000Z,2058,350190,46,True
142833230,2013-03-06T09:20:28.000000Z,2723,350190,46,True
166104291,2013-04-05T06:34:11.000000Z,1467,46,350190,False
166138758,2013-04-05T07:19:42.000000Z,2228,350190,46,False
166189671,2013-04-05T08:22:29.000000Z,2931,46,350190,False
169563321,2013-04-09T15:59:22.000000Z,2494,46,350190,True
169581392,2013-04-09T17:05:23.000000Z,1376,350190,46,True
169591304,2013-04-09T17:44:30.000000Z,1935,46,350190,True
171462405,2013-04-12T09:57:01.000000Z,2277,350190,46,True
171521586,2013-04-12T11:00:50.000000Z,2533,46,350190,False
218737724,2013-06-13T11:15:52.000000Z,2447,46,350190,False
319238934,2013-09-22T08:20:52.000000Z,2979,350190,46,False
435860071,2013-12-22T09:14:08.000000Z,2433,350190,46,True
483933055,2014-01-25T08:26:49.000000Z,1251,350190,46,True
497224806,2014-02-02T10:35:53.000000Z,2221,350190,46,False
497305327,2014-02-02T11:36:54.000000Z,2227,46,350190,True
515628342,2014-02-11T10:19:24.000000Z,2341,350190,46,True
524940413,2014-02-16T09:21:25.000000Z,2079,46,350190,True
525040756,2014-02-16T10:16:09.000000Z,1718,350190,46,False
541447580,2014-02-27T13:15:26.000000Z,2052,350190,46,False
541486045,2014-02-27T14:10:03.000000Z,1600,46,350190,False
577553722,2014-03-24T08:22:50.000000Z,1715,350190,46,False
577651776,2014-03-24T09:26:41.000000Z,2565,46,350190,True
579132234,2014-03-25T11:44:05.000000Z,1842,46,350190,True
580506954,2014-03-26T09:53:49.000000Z,2176,350190,46,False
580604215,2014-03-26T11:01:12.000000Z,2425,46,350190,True
580685274,2014-03-26T12:04:42.000000Z,1793,46,350190,False
593123291,2014-04-03T10:58:50.000000Z,2817,350190,46,True
603315766,2014-04-10T06:22:12.000000Z,2517,350190,46,True
603464718,2014-04-10T07:48:51.000000Z,2607,46,350190,True
611643825,2014-04-15T09:20:27.000000Z,1338,46,350190,True
611708960,2014-04-15T10:05:18.000000Z,2579,350190,46,False
612903291,2014-04-16T07:24:02.000000Z,2813,350190,46,True
613023497,2014-04-16T08:39:17.000000Z,2633,46,350190,True
613124828,2014-04-16T09:44:33.000000Z,3501,350190,46,True
613233458,2014-04-16T10:56:58.000000Z,2035,46,350190,False
642807946,2014-05-04T07:21:29.000000Z,1644,46,350190,True
642914191,2014-05-04T08:19:44.000000Z,1975,350190,46,True
733561528,2014-06-21T09:14:47.000000Z,3086,46,350190,False
733724131,2014-06-21T10:41:25.000000Z,1444,350190,46,True
741225032,2014-06-25T08:23:18.000000Z,2036,46,350190,True
741337178,2014-06-25T09:22:05.000000Z,2818,46,350190,False
741445856,2014-06-25T10:26:23.000000Z,1979,46,350190,True
741534124,2014-06-25T11:28:06.000000Z,3184,46,350190,False
741655663,2014-06-25T12:47:51.000000Z,1308,46,350190,True
771160983,2014-07-11T19:26:54.000000Z,2513,46,350190,True
881348838,2014-09-07T07:06:40.000000Z,3189,350190,46,False
881552096,2014-09-07T08:27:03.000000Z,2147,46,350190,False
956844461,2014-10-12T09:07:38.000000Z,3036,350190,46,True
956986156,2014-10-12T10:19:45.000000Z,3329,350190,46,False
975008139,2014-10-21T10:40:37.000000Z,2023,350190,46,False
2010320832,2015-12-17T18:39:57.000000Z,1601,46,350190,True
2010377513,2015-12-17T19:29:59.000000Z,3598,46,350190,False
2311680604,2016-04-22T04:34:50.000000Z,2382,46,350190,False
2311832293,2016-04-22T05:40:45.000000Z,3980,350190,46,True
3355653623,2017-08-04T09:00:56.000000Z,2197,46,350190,True
3355751279,2017-08-04T10:01:20.000000Z,2354,46,350190,True
3796013772,2018-03-23T07:55:22.000000Z,1954,350190,46,True
3796128008,2018-03-23T09:00:11.000000Z,2309,46,350190,False
4203305700,2018-11-04T04:30:01.000000Z,3038,36,6209804,True
4203460130,2018-11-04T05:50:00.000000Z,1893,36,6209804,True
4971405416,2019-08-17T01:12:08.000000Z,1955,36,6209804,False
4971503549,2019-08-17T02:15:54.000000Z,2681,6209804,36,True
4441583468,2019-02-20T02:59:55.000000Z,1688,39,6209804,True
4969415357,2019-08-15T23:10:39.000000Z,2660,39,6209804,True
4969496405,2019-08-16T00:26:25.000000Z,1910,6209804,39,False
5929986494,2021-04-05T21:11:04.000000Z,1745,8062847,2108395,False
5933534387,2021-04-08T00:10:06.000000Z,3636,8062847,2108395,False
5138624986,2019-12-02T09:38:54.000000Z,1802,7121518,5055770,True
5138671532,2019-12-02T10:25:01.000000Z,1661,5055770,7121518,False
5218841509,2020-01-30T14:06:05.000000Z,1907,5055770,7121518,False
5218883339,2020-01-30T15:28:36.000000Z,1444,7121518,5055770,True
5419421180,2020-05-16T14:43:02.000000Z,2078,5055770,7121518,False
5419491792,2020-05-16T15:43:12.000000Z,1983,5055770,7121518,True
5554191300,2020-08-05T13:06:37.000000Z,2191,5055770,7121518,False
5554269804,2020-08-05T14:25:21.000000Z,1867,5055770,7121518,False
45152412,2012-09-30T10:32:24.000000Z,1541,39,36,True
67088820,2012-11-23T13:12:19.000000Z,2746,39,36,True
67112954,2012-11-23T14:29:40.000000Z,1963,36,39,False
140838125,2013-03-03T10:21:59.000000Z,1140,36,39,False
140858284,2013-03-03T10:56:33.000000Z,1705,39,36,True
140891023,2013-03-03T11:45:10.000000Z,2116,36,39,False
141445208,2013-03-04T08:31:07.000000Z,2284,39,36,False
141489892,2013-03-04T09:31:04.000000Z,1300,36,39,False
189161253,2013-05-05T12:33:39.000000Z,1858,36,39,True
189190769,2013-05-05T13:23:24.000000Z,2373,39,36,False
190302373,2013-05-07T08:23:27.000000Z,2364,39,36,True
190344479,2013-05-07T09:25:30.000000Z,1664,36,39,False
194234512,2013-05-12T12:59:50.000000Z,1630,36,39,False
194258683,2013-05-12T13:45:09.000000Z,2118,39,36,False
194282994,2013-05-12T14:38:43.000000Z,3266,36,39,False
220771823,2013-06-16T04:17:07.000000Z,1371,39,36,False
224025205,2013-06-20T09:21:04.000000Z,2506,39,36,True
224077587,2013-06-20T10:28:17.000000Z,1749,36,39,True
224114651,2013-06-20T11:19:54.000000Z,3684,39,36,False
349705691,2013-10-18T09:19:21.000000Z,3414,39,36,False
349804537,2013-10-18T10:34:36.000000Z,3267,36,39,True
352807549,2013-10-20T12:21:00.000000Z,2288,39,36,True
352872191,2013-10-20T13:30:40.000000Z,1253,36,39,True
352891432,2013-10-20T14:08:48.000000Z,1500,39,36,False
352916974,2013-10-20T14:51:29.000000Z,1821,36,39,True
375117823,2013-11-07T13:26:36.000000Z,1460,39,36,False
381204647,2013-11-12T09:15:44.000000Z,1358,36,39,True
381248551,2013-11-12T09:55:14.000000Z,2668,39,36,True
391792704,2013-11-19T11:12:07.000000Z,1360,39,36,False
395700456,2013-11-22T15:12:26.000000Z,2257,39,36,False
608748647,2014-04-13T08:55:25.000000Z,2214,36,39,True
608853217,2014-04-13T10:25:42.000000Z,940,39,36,True
608911508,2014-04-13T11:06:48.000000Z,1257,39,36,False
614053512,2014-04-17T03:58:21.000000Z,2708,39,36,True
655011671,2014-05-11T09:57:05.000000Z,677,39,36,True
702559658,2014-06-05T15:19:27.000000Z,3483,39,36,False
706726098,2014-06-07T19:45:15.000000Z,2205,36,39,False
706788951,2014-06-07T20:52:15.000000Z,1923,39,36,True
739478650,2014-06-24T09:19:32.000000Z,1286,36,39,False
739558954,2014-06-24T10:09:04.000000Z,3206,39,36,True
739682788,2014-06-24T11:29:57.000000Z,2655,36,39,False
748080585,2014-06-29T01:44:25.000000Z,2686,36,39,False
748188154,2014-06-29T02:57:52.000000Z,3282,39,36,True
769229353,2014-07-10T15:03:16.000000Z,2656,36,39,False
877576348,2014-09-05T22:20:58.000000Z,2137,36,39,False
877672692,2014-09-05T23:21:42.000000Z,538,39,36,True
981038021,2014-10-24T13:09:10.000000Z,2605,36,39,True
981118546,2014-10-24T14:18:18.000000Z,1705,39,36,True
981172491,2014-10-24T15:14:26.000000Z,2050,36,39,False
1032211371,2014-11-17T11:05:33.000000Z,1832,39,36,False
1032278727,2014-11-17T11:54:38.000000Z,3054,36,39,True
1200937892,2015-01-30T23:15:25.000000Z,2040,36,39,True
1213593312,2015-02-05T01:38:51.000000Z,2019,39,36,False
1213695986,2015-02-05T02:35:50.000000Z,2073,36,39,False
1213821778,2015-02-05T03:38:13.000000Z,2185,39,36,True
2075276122,2016-01-13T01:54:34.000000Z,1853,39,36,True
2236495988,2016-03-20T05:41:34.000000Z,1963,36,39,False
2236659920,2016-03-20T06:40:58.000000Z,1670,39,36,False
2236803896,2016-03-20T07:34:52.000000Z,3288,39,36,True
2521888035,2016-07-22T16:33:36.000000Z,1706,36,39,True
2521929716,2016-07-22T17:22:01.000000Z,930,36,39,True
2547115445,2016-08-03T11:52:54.000000Z,1444,36,39,False
2547165450,2016-08-03T12:36:27.000000Z,1551,36,39,False
3595557830,2017-12-02T11:59:06.000000Z,1906,36,39,False
3595635564,2017-12-02T12:58:29.000000Z,2513,36,39,False
3694760597,2018-01-22T23:19:03.000000Z,1817,39,36,False
3698322743,2018-01-25T01:54:52.000000Z,1948,36,39,False
3698403352,2018-01-25T02:54:55.000000Z,1208,39,36,True
3781706342,2018-03-15T00:17:40.000000Z,2265,39,36,True
3781777845,2018-03-15T01:26:41.000000Z,1801,39,36,True
3786958899,2018-03-17T20:39:11.000000Z,2701,36,39,False
3787058134,2018-03-17T22:08:58.000000Z,1953,39,36,True
4530980256,2019-03-14T07:50:03.000000Z,2411,36,39,False
4531265898,2019-03-14T09:00:02.000000Z,2468,39,36,False
4531454265,2019-03-14T10:10:02.000000Z,1435,39,36,True
4968049919,2019-08-15T03:03:29.000000Z,2817,36,39,True
4968150000,2019-08-15T04:20:48.000000Z,4934,39,36,True
5159162318,2019-12-17T20:16:26.000000Z,1180,39,36,True
5159192044,2019-12-17T21:02:15.000000Z,2059,39,36,True
5201645213,2020-01-18T04:57:20.000000Z,1824,36,39,False
5201776890,2020-01-18T06:00:01.000000Z,2507,39,36,False
5201888964,2020-01-18T07:15:08.000000Z,2752,36,39,True
5581689509,2020-08-23T09:21:04.000000Z,2796,36,39,True
5581802923,2020-08-23T10:42:09.000000Z,2895,36,39,True
5893108253,2021-03-17T15:55:18.000000Z,2430,8205424,7119077,True
5893157307,2021-03-17T17:05:25.000000Z,2464,8205424,7119077,False
5893195673,2021-03-17T18:11:29.000000Z,3063,8205424,7119077,True
6011329870,2021-05-25T15:02:23.000000Z,1839,8205424,7119077,True
6011371669,2021-05-25T16:04:08.000000Z,1488,7119077,8205424,True
5059550669,2019-10-07T12:57:44.000000Z,2330,7390454,39,False
5059602186,2019-10-07T14:05:09.000000Z,2258,39,7390454,False
5059644270,2019-10-07T15:10:56.000000Z,1260,7390454,39,False
5437159785,2020-05-26T13:18:49.000000Z,2213,39,7390454,False
5437258388,2020-05-26T14:29:02.000000Z,1393,7390454,39,True
5471135598,2020-06-14T12:02:57.000000Z,2675,39,7390454,True
5471229171,2020-06-14T13:17:09.000000Z,3548,7390454,39,False
5843551582,2021-02-18T12:00:53.000000Z,2460,39,7390454,True
5843623493,2021-02-18T13:13:01.000000Z,2282,39,7390454,False
5843681221,2021-02-18T14:23:32.000000Z,1996,39,7390454,False
5861478139,2021-02-28T13:11:47.000000Z,2308,39,7390454,True
5997805507,2021-05-16T15:00:05.000000Z,2024,7390454,39,False
5997852939,2021-05-16T16:10:23.000000Z,3089,39,7390454,False
5997903024,2021-05-16T17:38:12.000000Z,2713,39,7390454,False
6260115332,2021-11-05T15:01:21.000000Z,2108,8376426,8581305,True
6260184786,2021-11-05T16:06:43.000000Z,2084,8581305,8376426,True
6271776868,2021-11-12T17:13:07.000000Z,1986,8581305,8376426,True
6271825235,2021-11-12T18:14:00.000000Z,2222,8376426,8581305,True
6271871057,2021-11-12T19:16:48.000000Z,1961,8376426,8581305,False
5772700878,2021-01-04T21:04:27.000000Z,1894,8062847,8254145,False
5772747187,2021-01-04T22:08:46.000000Z,2392,8254145,8062847,True
5836260082,2021-02-14T21:21:04.000000Z,2595,8254145,8062847,False
5867930628,2021-03-04T21:09:45.000000Z,2399,8254145,8062847,True
5868001618,2021-03-04T22:20:19.000000Z,2611,8254145,8062847,True
6121251316,2021-08-05T06:01:42.000000Z,3880,8254145,8062847,True
6121407185,2021-08-05T07:35:48.000000Z,2799,8254145,8062847,True
6185516058,2021-09-18T02:08:50.000000Z,3498,8254145,8062847,False
6185613522,2021-09-18T03:34:24.000000Z,2330,8254145,8062847,False
5822788184,2021-02-07T14:59:55.000000Z,2115,39,8260983,True
5822825599,2021-02-07T16:01:32.000000Z,2147,8260983,39,False
5861410266,2021-02-28T12:00:57.000000Z,1881,39,8260983,True
5992682835,2021-05-13T12:01:05.000000Z,1276,39,8260983,True
5992735258,2021-05-13T12:55:31.000000Z,1584,39,8260983,True
6216644781,2021-10-10T02:54:40.000000Z,1698,39,8260983,True
6216713037,2021-10-10T03:51:15.000000Z,2907,8260983,39,True
5864697432,2021-03-02T17:24:57.000000Z,2249,7298091,8260932,True
5864745881,2021-03-02T18:32:11.000000Z,2399,7298091,8260932,True
6185102196,2021-09-17T17:28:19.000000Z,2445,7298091,8260932,True
6185145086,2021-09-17T18:34:50.000000Z,1437,8260932,7298091,False
6178269699,2021-09-12T15:15:10.000000Z,1642,8260932,8526274,True
6178302484,2021-09-12T16:10:12.000000Z,2793,8526274,8260932,True
5796447661,2021-01-21T07:52:55.000000Z,1759,8261234,8113549,True
5796520117,2021-01-21T08:48:31.000000Z,1727,8113549,8261234,False
5802703813,2021-01-25T09:10:01.000000Z,2712,8113549,8261234,False
5802801120,2021-01-25T10:27:03.000000Z,1340,8261234,8113549,True
5947393449,2021-04-15T12:52:09.000000Z,2135,8205424,8260983,False
5947460610,2021-04-15T14:00:15.000000Z,1222,8260983,8205424,True
6011227320,2021-05-25T13:03:55.000000Z,1078,8205424,8260983,False
6011278967,2021-05-25T13:53:57.000000Z,1910,8260983,8205424,True
6066863360,2021-06-30T09:04:34.000000Z,1809,8205424,8260983,False
