team_id,user_id,date_joined
8025426,97353735,2011-11-26T13:36:12.000000Z
8496030,97597779,2019-01-10T00:08:25.340Z
8494848,97676580,2011-04-04T21:23:53.000000Z
6240192,97845634,2020-11-13T22:49:10.852Z
6092404,97975407,2014-07-04T22:14:14.000000Z
7390454,98172857,2021-08-16T07:43:28.543Z
6419766,98555459,2011-07-22T04:05:35.000000Z
8262639,98961223,2021-01-04T08:45:37.144Z
7683660,99095107,2017-08-19T12:55:53.384Z
7298341,99460568,2011-07-20T08:24:32.000000Z
7390797,99539136,2018-02-16T16:25:31.172Z
7668955,99573176,2019-01-07T23:21:53.910Z
2672298,99796146,2014-06-20T16:23:37.000000Z
7765503,99947395,2021-01-20T12:37:36.508Z
7682624,100281069,2018-10-14T19:30:40.000000Z
7407581,100406278,2010-12-19T08:09:58.000000Z
350190,100471531,2011-06-11T17:33:12.000000Z
6926408,100503830,2019-10-09T18:12:08.359Z
7682462,100560596,2015-10-18T16:41:40.369Z
8589621,100598959,2013-01-09T00:31:08.000000Z
8525778,100616105,2017-09-21T12:21:41.222Z
5892936,100652044,2018-06-13T23:11:51.964Z
314627,100704400,2018-08-05T18:04:47.779Z
8230115,100708765,2021-02-01T18:03:55.248Z
7683877,100829013,2012-04-11T15:44:46.000000Z
2371783,100870444,2012-02-13T21:23:21.000000Z
8090442,101071453,2015-03-25T08:29:02.000000Z
7794384,101208242,2017-03-04T22:10:13.000000Z
5,101259972,2012-02-16T19:08:18.000000Z
5466126,101325470,2018-12-19T09:21:58.486Z
7683672,101441719,2020-01-14T10:02:38.500Z
7587693,101446572,2021-03-11T17:31:52.626Z
8261197,101460882,2013-07-28T08:42:35.000000Z
7252587,101534092,2020-09-02T11:08:08.911Z
8261500,101586543,2013-01-31T06:24:29.000000Z
8222896,101642221,2011-03-30T10:08:07.000000Z
7684327,101800753,2014-02-13T02:28:23.000000Z
5063845,101897410,2016-03-15T11:11:19.512Z
8118983,101908305,2017-08-21T04:06:03.013Z
7684313,101985831,2016-07-18T10:17:57.000000Z
8126533,102020930,2014-10-25T19:11:20.000000Z
7300389,102024536,2011-07-19T23:17:52.000000Z
8573357,102185479,2021-02-01T18:07:56.877Z
7781709,102304762,2016-06-06T00:11:34.422Z
6493307,102500941,2018-07-20T09:18:09.066Z
6980042,102525542,2017-06-23T16:58:09.407Z
4647748,102528150,2017-05-31T02:20:44.000000Z
7761033,102542390,2011-07-09T23:13:08.000000Z
5020794,102600341,2018-08-12T02:08:33.608Z
7685100,102620353,2012-01-01T06:28:40.000000Z
5805234,102644565,2011-09-28T10:36:44.000000Z
7300277,102797362,2013-12-30T06:32:04.000000Z
8261114,103110865,2015-06-12T21:23:06.000000Z
5172824,103126502,2013-11-15T07:59:07.000000Z
7003736,103162342,2020-03-25T13:33:54.973Z
7080124,103337970,2015-10-12T18:14:51.000000Z
2576315,103527848,2017-10-20T23:11:36.332Z
5246530,103578570,2018-07-27T02:04:37.344Z
7682860,103797290,2021-10-06T16:27:48.057Z
8597391,103910993,2019-06-07T11:32:19.268Z
7610833,103940975,2015-01-10T17:16:06.000000Z
964214,104100326,2014-07-31T14:56:30.000000Z
7451763,104237213,2021-10-07T09:26:02.495Z
7894580,104334048,2019-05-17T15:30:04.059Z
7996429,104464707,2020-05-26T17:56:33.479Z
7747208,104537888,2020-06-22T20:44:32.002Z
8344564,105040222,2018-12-27T21:11:48.734Z
3739469,105467185,2014-05-15T02:07:40.000000Z
3351667,105663807,2018-03-17T13:27:47.729Z
7699126,105742697,2019-06-12T16:20:06.811Z
6982031,105974533,2020-06-24T04:53:25.399Z
8113462,105989125,2013-01-07T03:21:39.000000Z
7763895,106188840,2017-12-19T02:01:29.000000Z
7566414,106204137,2018-12-28T23:32:16.514Z
2833068,106266655,2021-04-22T07:19:56.099Z
7639736,106593246,2019-09-03T11:27:01.263Z
7577645,106667692,2013-04-30T07:28:35.000000Z
8598880,107023378,2012-03-26T08:57:58.000000Z
8598757,107033780,2020-06-08T15:52:58.389Z
726228,107081378,2015-09-11T09:37:39.000000Z
6520439,107485519,2018-09-07T21:50:32.018Z
7234047,107530239,2019-06-03T15:12:40.649Z
8599005,107746371,2013-08-22T21:56:47.000000Z
6952364,108011225,2018-10-26T23:51:50.377Z
8598364,108203659,2019-10-13T23:21:43.304Z
7453020,108221389,2015-08-15T23:56:52.000000Z
7684707,108275947,2020-05-04T09:33:38.044Z
6210979,108376607,2015-12-15T20:24:09.000000Z
4282493,108383863,2018-01-30T02:21:10.000000Z
7609792,108582486,2012-06-05T11:50:53.000000Z
8244493,108717482,2017-03-08T06:54:19.075Z
7421942,109163420,2018-02-22T21:15:11.904Z
8080796,109338760,2021-08-15T10:45:55.817Z
8597898,109455705,2011-03-24T02:21:15.000000Z
8598406,109798771,2014-01-23T04:22:32.000000Z
5036403,109822240,2019-09-04T02:54:23.188Z
8040185,110142194,2020-04-09T16:15:01.814Z
7833653,110228930,2016-11-10T11:44:10.095Z
7391049,110539311,2015-09-21T14:49:04.972Z
7681992,110605738,2017-06-08T19:57:03.892Z
5109000,110759067,2013-03-05T08:03:14.000000Z
2640025,110837826,2021-07-31T17:44:04.051Z
8588969,111030315,2014-08-30T02:45:03.000000Z
15,111114687,2015-08-11T23:19:06.000000Z
7514223,111291593,2017-05-22T16:58:19.000000Z
8599942,111750003,2020-01-01T11:23:12.201Z
7666846,111937250,2016-11-06T22:03:32.000000Z
8604313,112179882,2019-04-05T17:53:32.621Z
7625574,112250781,2012-06-27T18:56:11.000000Z
2108395,112377459,2014-04-28T17:11:29.000000Z
8360138,112531417,2016-06-14T21:31:05.000000Z
6590719,112552914,2011-01-10T13:55:47.000000Z
7408305,112669497,2021-12-05T03:12:32.111Z
7798109,112702897,2021-08-09T19:07:00.830Z
8598039,113152484,2015-05-13T11:10:07.000000Z
7119388,113331514,2013-05-25T04:09:12.000000Z
7685008,113560726,2015-05-02T08:16:39.000000Z
4959603,113666945,2020-04-18T07:46:53.496Z
7684513,113849259,2017-11-07T14:33:57.000000Z
8262059,114193693,2015-10-09T21:18:17.000000Z
6382740,114239371,2013-08-08T06:35:24.000000Z
5681778,114298083,2013-07-22T12:00:35.000000Z
4652938,114316960,2017-07-23T10:48:15.000000Z
7681485,114439459,2013-12-16T06:08:00.000000Z
